PotID,Pot.ID.QR.Code,stripNo,BinNo,plotType,divLevel,trt,lines1,lines2,lines3,lines4,lines5,lines6,lines7,lines8,lines9,lines10,lines11,lines12,lines13,lines14,lines15,lines16,lines17,lines18,lines19,lines20,PlantNum_Initial,CanopyArea,SLA_Area,SLA_Wt,SLA,FH_Wt,FT.5.29.30.18,FT.6.4.18,FT.6.8.18,FT.6.12.18,FT.6.15.18,FT.6.19.18,FT.6.21.18,FT.6.26.18,FT.6.29.18,FT.7.6.18,FT.7.10.18,Damaged_pot,FT1001_mean,FT1001_q90,FT1001_q10,PC5dist_mean,Ngenotypes,meanKin,meanGenD,treeDiv,ecotypeid,potF2,MaxPlantNum,typePlot
372,372-D-mono-1-C,D,1,mono,1,C,CS77179,,,,,,,,,,,,,,,,,,,,20,33.19,0.21,0.703,0.299,0.5823,0,25,75,100,100,100,100,100,100,100,100,,50.875,50.875,50.875,4.311823412,1,7.322603124,0,0,9883,120.7695,20,NA
373,373-D-mono-1-S,D,1,mono,1,S,CS77002,,,,,,,,,,,,,,,,,,,,17,1.65,0.23,0.655,0.351,0.3864,0,0,0,0,0,,0,0,0,0,0,,78,78,78,6.971810948,1,7.322603124,0,0,9105,NA,17,NA
374,374-D-mono-1-S,D,1,mono,1,S,CS77000,,,,,,,,,,,,,,,,,,,,10,3.34,0.18,0.562,0.32,NA,0,0,0,0,0,,0,0,0,0,0,,83,83,83,6.971810948,1,7.322603124,0,0,9103,NA,10,NA
375,375-D-pred-10-C,D,1,pred,10,C,CS76854,CS77057,CS78778,CS76996,CS77287,CS77179,CS76786,CS76706,CS76790,CS76473,,,,,,,,,,,19,NA,NA,NA,NA,0.0997,0,75,100,75,75,75,75,75,75,75,75,,51.9125,56.1875,45.725,7.975345933,10,6.408472192,0.868479464,16.55565027,NA,32.52153846,19,EF
376,376-D-mono-1-C,D,1,mono,1,C,CS76769,,,,,,,,,,,,,,,,,,,,20,19.08,0.41,1.84,0.223,0.1542,0,0,0,0,0,,0,0,0,0,0,damaged,69.16666667,69.16666667,69.16666667,4.109676849,1,7.322603124,0,0,9705,NA,20,NA
377,377-D-mono-1-S,D,1,mono,1,S,CS77000,,,,,,,,,,,,,,,,,,,,17,4.85,0.16,0.6,0.267,0.2898,0,0,0,0,0,,0,0,0,0,0,,83,83,83,6.971810948,1,7.322603124,0,0,9103,NA,17,NA
378,378-D-mono-1-S,D,1,mono,1,S,CS76998,,,,,,,,,,,,,,,,,,,,16,4.92,0.34,1.448,0.235,NA,0,0,0,0,0,,0,0,0,0,0,damaged,75.75,75.75,75.75,6.971810948,1,7.322603124,0,0,9100,NA,17,NA
379,379-D-pred-20-C,D,1,pred,20,C,CS77057,CS77033,CS76770,CS76721,CS76360,CS77000,CS76979,CS76769,CS76958,CS77020,CS77197,CS76513,CS77179,CS78848,CS77196,CS77028,CS76409,CS76706,CS76790,CS77126,19,NA,NA,NA,NA,0.1851,0,25,25,25,25,25,25,25,25,25,25,,72.41041667,90.18333333,52.6375,5.392296964,20,6.268438054,1.057947463,37.72334385,NA,61.11428571,19,SimClimFdiv
380,380-D-mono-1-S,D,1,mono,1,S,CS78841,,,,,,,,,,,,,,,,,,,,18,2.54,0.23,0.615,0.374,0.1357,0,0,0,0,0,,0,50,50,75,75,,67,67,67,7.852918209,1,7.322603124,0,0,9596,75.97066667,18,NA
381,381-D-pred-10-C,D,1,pred,10,C,CS76649,CS76994,CS77020,CS77387,CS76537,CS76513,CS77179,CS76650,CS76790,CS77126,,,,,,,,,,,20,7.43,NA,NA,NA,0.232,1,50,50,75,75,75,75,75,75,75,75,,53.4875,56.0375,50.875,7.589944651,10,6.38191378,0.896844196,18.77588288,NA,103.3807143,20,EF
382,382-D-div-20-C,D,1,div,20,C,CS76790,CS76689,CS76409,CS77028,CS76721,CS76786,CS76979,CS77126,CS76836,CS76513,CS78778,CS78848,CS77006,CS76473,CS76692,CS76854,CS77287,CS76441,CS76953,CS77196,19,11.43,NA,NA,NA,0.2542,0,1,1,25,25,25,50,50,50,50,50,,72.06041667,91.68333333,51.5125,7.599633853,20,6.270309217,1.049818776,36.07093414,NA,134.6166667,19,NA
383,383-D-mono-1-S,D,1,mono,1,S,CS77126,,,,,,,,,,,,,,,,,,,,19,7.88,0.11,0.301,0.365,0.1024,0,75,75,75,75,75,75,0,0,0,0,damaged,51.625,51.625,51.625,5.256160687,1,7.322603124,0,0,6943,112.5175,19,NA
384,384-D-mono-1-S,D,1,mono,1,S,CS76854,,,,,,,,,,,,,,,,,,,,20,3.09,NA,NA,NA,0.104,0,50,75,50,75,75,75,100,100,100,100,damaged,52.5,52.5,52.5,7.538771008,1,7.322603124,0,0,9847,70.49526316,20,NA
385,385-D-mono-1-S,D,2,mono,1,S,CS76473,,,,,,,,,,,,,,,,,,,,17,10.61,0.31,0.732,0.423,0.2438,0,0,1,50,75,75,75,100,100,100,100,,52.625,52.625,52.625,16.17027133,1,7.322603124,0,0,766,126.921,17,NA
386,386-D-mono-1-S,D,2,mono,1,S,CS78848,,,,,,,,,,,,,,,,,,,,3,1.15,0.2,1.057,0.189,NA,0,0,0,0,0,,0,0,0,0,0,,81.25,81.25,81.25,5.905703184,1,7.322603124,0,0,9600,NA,3,NA
387,387-D-mono-1-C,D,2,mono,1,C,CS76513,,,,,,,,,,,,,,,,,,,,18,20.14,0.28,1.364,0.205,0.6354,0,1,75,75,100,100,100,100,100,100,100,,57.5,57.5,57.5,5.229377078,1,7.322603124,0,0,7165,165.2209524,19,NA
388,388-D-pred-10-S,D,2,pred,10,S,CS76854,CS77057,CS78778,CS76996,CS77287,CS77179,CS76786,CS76706,CS76790,CS76473,,,,,,,,,,,9,3.46,NA,NA,NA,0.1116,0,1,25,25,50,50,50,75,100,100,100,,51.9125,56.1875,45.725,7.975345933,10,6.408472192,0.868479464,16.55565027,NA,136.842,9,EF
389,389-D-mono-1-S,D,2,mono,1,S,CS77126,,,,,,,,,,,,,,,,,,,,17,7.96,0.14,0.4,0.35,0.3071,0,0,1,25,50,75,75,75,100,100,100,,51.625,51.625,51.625,5.256160687,1,7.322603124,0,0,6943,91.71125,17,NA
390,390-D-pred-10-S,D,2,pred,10,S,CS77057,CS76979,CS76958,CS76978,CS77020,CS77197,CS77179,CS77196,CS76706,CS77126,,,,,,,,,,,20,5.92,NA,NA,NA,NA,0,1,50,50,50,50,50,0,0,0,0,damaged,69.15416667,90.18333333,51.55,4.771147959,10,6.330838024,0.984453242,21.71825222,NA,NA,20,SimClimFdiv
391,391-D-pred-20-S,D,2,pred,20,S,CS77057,CS76836,CS76741,CS76998,CS77033,CS76770,CS77190,CS76958,CS76978,CS77020,CS76774,CS77229,CS78848,CS77196,CS77028,CS76409,CS76650,CS76642,CS76706,CS77126,17,4.93,NA,NA,NA,0.2271,0,1,1,1,1,1,1,25,50,50,50,,71.00416667,88.35416668,53.65,5.668904523,20,6.251193077,1.085315023,37.89931337,NA,54.882,17,SimClimGdiv
392,392-D-mono-1-S,D,2,mono,1,S,CS76537,,,,,,,,,,,,,,,,,,,,20,10.4,0.28,1.01,0.277,0.1136,0,0,1,1,25,50,50,75,75,75,75,damaged,54.125,54.125,54.125,10.54011462,1,7.322603124,0,0,6931,79.946,20,NA
393,393-D-mono-1-C,D,2,mono,1,C,CS76473,,,,,,,,,,,,,,,,,,,,17,10.62,0.2,0.561,0.357,0.2594,0,0,0,75,100,100,100,100,100,100,100,,52.625,52.625,52.625,16.17027133,1,7.322603124,0,0,766,125.5347059,17,NA
394,394-D-mono-1-C,D,2,mono,1,C,CS77023,,,,,,,,,,,,,,,,,,,,20,20.16,0.31,1.32,0.235,0.4662,0,0,0,0,0,,0,0,0,0,0,,95.75,95.75,95.75,7.734496823,1,7.322603124,0,0,9075,NA,20,NA
395,395-D-mono-1-C,D,2,mono,1,C,CS76721,,,,,,,,,,,,,,,,,,,,19,32.95,0.28,1.271,0.22,0.9096,0,0,0,0,0,,0,0,0,0,0,,80.5,80.5,80.5,5.411741158,1,7.322603124,0,0,9828,NA,19,NA
396,396-D-mono-1-S,D,2,mono,1,S,CS77020,,,,,,,,,,,,,,,,,,,,16,0,NA,NA,NA,NA,0,0,0,0,0,,0,0,0,0,0,damaged,52.75,52.75,52.75,5.187052831,1,7.322603124,0,0,7213,NA,16,NA
397,397-D-mono-1-C,D,2,mono,1,C,CS77196,,,,,,,,,,,,,,,,,,,,18,17.45,0.26,1.327,0.196,0.0212,0,0,0,0,0,,0,0,0,0,0,,90.04166667,90.04166667,90.04166667,5.492889408,1,7.322603124,0,0,9887,NA,18,NA
398,398-D-mono-1-C,D,2,mono,1,C,CS77001,,,,,,,,,,,,,,,,,,,,20,18.26,0.13,0.546,0.238,0.3539,0,0,0,0,0,,0,0,0,0,0,,60.375,60.375,60.375,6.971810948,1,7.322603124,0,0,9104,NA,20,NA
399,399-D-mono-1-S,D,2,mono,1,S,CS76695,,,,,,,,,,,,,,,,,,,,20,3.53,0.09,0.312,0.288,NA,0,0,0,0,0,,0,0,0,0,0,,59.66666667,59.66666667,59.66666667,10.31779842,1,7.322603124,0,0,9522,NA,20,NA
400,400-D-mono-1-S,D,2,mono,1,S,CS77107,,,,,,,,,,,,,,,,,,,,20,4.45,0.07,0.35,0.2,0.2874,0,0,0,0,0,,0,0,0,0,0,,61.625,61.625,61.625,7.533433731,1,7.322603124,0,0,9559,NA,20,NA
401,401-D-mono-1-S,D,2,mono,1,S,CS77197,,,,,,,,,,,,,,,,,,,,19,16.13,0.38,1.013,0.375,0.3798,0,0,0,0,0,,0,0,0,0,0,,91.45833334,91.45833334,91.45833334,4.928925429,1,7.322603124,0,0,9888,NA,19,NA
402,402-D-pred-10-C,D,2,pred,10,C,CS76979,CS76739,CS76769,CS77020,CS77197,CS76513,CS77179,CS77196,CS76409,CS77126,,,,,,,,,,,19,6.67,NA,NA,NA,0.1241,0,0,1,25,25,25,25,25,25,25,25,,72.23333334,90.18333333,51.55,4.986408859,10,6.31180401,1.01159369,23.44520947,NA,101.2075,19,SimClimFdiv
403,403-D-mono-1-S,D,2,mono,1,S,CS76649,,,,,,,,,,,,,,,,,,,,19,3.97,0.06,0.282,0.213,0.1376,0,1,25,50,75,75,75,75,75,75,75,,52,52,52,13.92728137,1,7.322603124,0,0,9606,21.26,19,NA
404,404-D-mono-1-S,D,2,mono,1,S,CS78841,,,,,,,,,,,,,,,,,,,,18,3.6,0.13,0.47,0.277,0.1089,0,0,0,0,0,,0,50,75,100,100,,67,67,67,7.852918209,1,7.322603124,0,0,9596,68.14388889,18,NA
405,405-D-mono-1-C,D,2,mono,1,C,CS76854,,,,,,,,,,,,,,,,,,,,17,13.27,0.19,0.405,0.469,NA,0,0,0,25,25,75,75,75,100,100,100,,52.5,52.5,52.5,7.538771008,1,7.322603124,0,0,9847,NA,17,NA
406,406-D-mono-1-C,D,2,mono,1,C,CS76979,,,,,,,,,,,,,,,,,,,,20,16.63,0.54,1.654,0.326,0.1115,0,0,0,0,0,,0,0,0,0,0,damaged,89.375,89.375,89.375,4.010340511,1,7.322603124,0,0,9627,NA,20,NA
407,407-D-mono-1-S,D,2,mono,1,S,CS77002,,,,,,,,,,,,,,,,,,,,16,7.34,0.33,0.932,0.354,NA,0,0,0,0,0,,0,0,0,0,0,,78,78,78,6.971810948,1,7.322603124,0,0,9105,NA,16,NA
408,408-D-pred-20-S,D,2,pred,20,S,CS76836,CS76441,CS76689,CS77190,CS77000,CS76979,CS76739,CS76390,CS76769,CS76958,CS76978,CS77197,CS77023,CS76999,CS77006,CS76693,CS77004,CS76409,CS76953,CS76692,18,8.4,NA,NA,NA,0.1312,0,0,0,0,0,,0,1,1,1,1,,82.05416667,91.8875,71.15416667,6.720990401,20,6.338725341,0.965182041,27.48228858,NA,414.4,18,LF
409,409-D-mono-1-C,D,3,mono,1,C,CS76706,,,,,,,,,,,,,,,,,,,,20,6.71,0.15,0.665,0.226,0.2804,0,25,50,50,75,100,100,100,100,100,100,,55.625,55.625,55.625,4.94417205,1,7.322603124,0,0,9813,135.2929412,20,NA
410,410-D-mono-1-C,D,3,mono,1,C,CS77057,,,,,,,,,,,,,,,,,,,,18,3.46,NA,NA,NA,0.0214,0,0,25,0,0,25,25,75,75,75,75,damaged,53.875,53.875,53.875,5.319225288,1,7.322603124,0,0,9782,58.9,19,NA
411,411-D-mono-1-C,D,3,mono,1,C,CS78848,,,,,,,,,,,,,,,,,,,,4,2.64,0.19,0.51,0.373,0.0098,0,0,0,0,0,,0,0,0,0,0,,81.25,81.25,81.25,5.905703184,1,7.322603124,0,0,9600,NA,4,NA
412,412-D-mono-1-C,D,3,mono,1,C,CS76642,,,,,,,,,,,,,,,,,,,,3,0.77,0.14,0.394,0.355,0.0195,0,0,0,0,0,,0,75,75,75,75,,64,64,64,6.527442179,1,7.322603124,0,0,9817,73.41333333,3,NA
413,413-D-mono-1-C,D,3,mono,1,C,CS76650,,,,,,,,,,,,,,,,,,,,17,3.91,0.12,0.432,0.278,0.0968,0,0,0,0,0,,0,0,0,0,0,,53.75,53.75,53.75,7.110950191,1,7.322603124,0,0,9515,24.72,17,NA
414,414-D-mono-1-C,D,3,mono,1,C,CS77387,,,,,,,,,,,,,,,,,,,,18,NA,NA,NA,NA,0.024,1,75,75,0,50,50,50,75,75,75,75,,50.875,50.875,50.875,7.91471514,1,7.322603124,0,0,9590,59.058,18,NA
415,415-D-mono-1-S,D,3,mono,1,S,CS76537,,,,,,,,,,,,,,,,,,,,19,4.82,0.22,0.721,0.305,NA,0,0,1,0,1,25,25,100,100,100,100,,54.125,54.125,54.125,10.54011462,1,7.322603124,0,0,6931,NA,19,NA
416,416-D-pred-10-C,D,3,pred,10,C,CS77057,CS77190,CS77000,CS76979,CS76978,CS77020,CS77197,CS78848,CS77196,CS77126,,,,,,,,,,,17,4.57,NA,NA,NA,0.3007,0,0,1,1,1,1,1,25,25,25,25,,73.85416667,90.18333333,52.6375,5.31080018,10,6.269276451,1.091696372,23.737104,NA,43.79391304,17,SimClimGdiv
417,417-D-mono-1-S,D,3,mono,1,S,CS77006,,,,,,,,,,,,,,,,,,,,14,3.08,0.08,NA,NA,0.1465,0,0,0,0,0,,0,0,0,0,0,,73.125,73.125,73.125,6.971810948,1,7.322603124,0,0,9113,NA,16,NA
418,418-D-mono-1-S,D,3,mono,1,S,CS77229,,,,,,,,,,,,,,,,,,,,18,5.18,0.2,0.751,0.266,0.1075,0,0,0,0,0,,0,50,75,75,75,,67.25,67.25,67.25,6.373313532,1,7.322603124,0,0,9578,107.44,18,NA
419,419-D-mono-1-C,D,3,mono,1,C,CS76706,,,,,,,,,,,,,,,,,,,,20,3.71,NA,NA,NA,0.0153,0,75,100,50,75,100,100,100,100,100,100,,55.625,55.625,55.625,4.94417205,1,7.322603124,0,0,9813,51.78588235,20,NA
420,420-D-mono-1-C,D,3,mono,1,C,CS76769,,,,,,,,,,,,,,,,,,,,18,7.4,0.12,0.488,0.246,0.2067,0,0,0,0,0,,0,0,0,0,0,,69.16666667,69.16666667,69.16666667,4.109676849,1,7.322603124,0,0,9705,NA,18,NA
421,421-D-mono-1-C,D,3,mono,1,C,CS77023,,,,,,,,,,,,,,,,,,,,20,4.53,0.22,0.529,0.416,0.0973,0,0,0,0,0,,0,0,0,0,0,,95.75,95.75,95.75,7.734496823,1,7.322603124,0,0,9075,NA,20,NA
422,422-D-mono-1-C,D,3,mono,1,C,CS76695,,,,,,,,,,,,,,,,,,,,20,5.44,0.17,0.504,0.337,0.0713,0,0,0,0,0,,0,0,0,1,1,,59.66666667,59.66666667,59.66666667,10.31779842,1,7.322603124,0,0,9522,29.95,20,NA
423,423-D-mono-1-C,D,3,mono,1,C,CS76958,,,,,,,,,,,,,,,,,,,,19,5.83,0.12,0.407,0.295,0.3401,0,0,0,0,0,,0,0,0,0,0,,82.125,82.125,82.125,4.296055631,1,7.322603124,0,0,9630,NA,19,NA
424,424-D-mono-1-S,D,3,mono,1,S,CS76689,,,,,,,,,,,,,,,,,,,,20,3.01,0.11,0.285,0.386,0.1414,0,0,0,0,0,,0,0,0,0,0,,68.875,68.875,68.875,7.883719125,1,7.322603124,0,0,9521,NA,20,NA
425,425-D-div-10-S,D,3,div,10,S,CS76854,CS77006,CS76979,CS76706,CS76978,CS76996,CS76886,CS77033,CS76390,CS76650,,,,,,,,,,,18,1.04,NA,NA,NA,0.0454,0,0,1,1,1,1,1,1,25,25,25,,69.46666667,89.6375,51.8625,6.249873726,10,6.349542674,0.964618236,20.92171465,NA,NA,18,NA
426,426-D-mono-1-S,D,3,mono,1,S,CS76958,,,,,,,,,,,,,,,,,,,,19,2.15,0.13,0.454,0.286,0.1026,0,0,0,0,0,,0,0,0,0,0,,82.125,82.125,82.125,4.296055631,1,7.322603124,0,0,9630,NA,19,NA
427,427-D-mono-1-S,D,3,mono,1,S,CS77287,,,,,,,,,,,,,,,,,,,,20,0.51,0.05,0.087,0.575,0.0094,1,25,25,1,1,25,25,50,75,75,75,,42.125,42.125,42.125,8.792225748,1,7.322603124,0,0,9585,NA,20,NA
428,428-D-mono-1-C,D,3,mono,1,C,CS76409,,,,,,,,,,,,,,,,,,,,19,0.81,0.08,0.239,0.335,0.074,0,0,0,0,0,,0,0,0,0,0,,88.16666668,88.16666668,88.16666668,6.435859961,1,7.322603124,0,0,9942,NA,19,NA
429,429-D-mono-1-S,D,3,mono,1,S,CS77190,,,,,,,,,,,,,,,,,,,,17,2.06,0.05,0.154,0.325,0.0458,0,0,0,0,0,,0,0,0,0,0,,71.375,71.375,71.375,6.071059173,1,7.322603124,0,0,9886,21.69333333,17,NA
430,430-D-mono-1-S,D,3,mono,1,S,CS76978,,,,,,,,,,,,,,,,,,,,18,2.48,0.05,0.187,0.267,0.1283,0,0,0,0,0,,0,0,0,0,0,,73.79166667,73.79166667,73.79166667,3.964834343,1,7.322603124,0,0,9626,NA,18,NA
431,431-D-mono-1-C,D,3,mono,1,C,CS77190,,,,,,,,,,,,,,,,,,,,20,6.97,0.11,0.239,0.46,0.0641,0,0,0,0,0,,0,0,25,25,25,,71.375,71.375,71.375,6.071059173,1,7.322603124,0,0,9886,34.65333333,20,NA
432,432-D-pred-10-C,D,3,pred,10,C,CS77000,CS76739,CS76691,CS77023,CS76999,CS76693,CS77028,CS76409,CS76953,CS76692,,,,,,,,,,,20,5.75,NA,NA,NA,0.0981,0,0,0,0,0,,0,0,0,0,0,,89.94583334,106.7125,81.25416667,8.049355689,10,6.420481261,0.897918625,15.77792264,NA,NA,20,LF
433,433-D-mono-1-S,D,4,mono,1,S,CS76693,,,,,,,,,,,,,,,,,,,,13,4.3,0.16,0.539,0.297,0.1859,0,1,1,0,0,,0,0,0,0,0,,91.25,91.25,91.25,10.87719806,1,7.322603124,0,0,9621,NA,13,NA
434,434-D-div-10-C,D,4,div,10,C,CS77001,CS77197,CS77387,CS76706,CS76513,CS76473,CS76774,CS77287,CS76994,CS76958,,,,,,,,,,,19,1.96,NA,NA,NA,0.0164,0,0,25,25,25,25,25,25,25,25,25,,61.59166667,83.05833333,50,7.530500482,10,6.363289359,0.927928484,19.61240017,NA,40.11,19,NA
435,435-D-pred-10-C,D,4,pred,10,C,CS76854,CS76886,CS77190,CS76958,CS77020,CS77023,CS78848,CS77196,CS76409,CS76786,,,,,,,,,,,16,4.03,NA,NA,NA,0.1043,0,0,0,1,1,1,1,25,25,25,25,,75.64583334,92.375,52.3,6.83285381,10,6.255490507,1.127732817,24.24797234,NA,67.76,16,Gdiv
436,436-D-mono-1-S,D,4,mono,1,S,CS76741,,,,,,,,,,,,,,,,,,,,16,NA,NA,NA,NA,NA,0,0,0,0,0,,0,0,0,0,0,damaged,64,64,64,6.24819939,1,7.322603124,0,0,9529,NA,16,NA
437,437-D-pred-2-C,D,4,pred,2,C,CS76689,CS78848,,,,,,,,,,,,,,,,,,,13,4.61,NA,NA,NA,0.1611,0,0,0,0,0,,0,0,0,0,0,,75.0625,80.0125,70.1125,6.894711155,2,6.674212204,0.723620127,9.014418195,NA,NA,13,Gdiv
438,438-D-mono-1-C,D,4,mono,1,C,CS78778,,,,,,,,,,,,,,,,,,,,19,4.32,NA,NA,NA,0.0631,0,75,75,50,75,75,75,75,75,75,75,damaged,59,59,59,8.532668608,1,7.322603124,0,0,5811,52.923,19,NA
439,439-D-mono-1-S,D,4,mono,1,S,CS76994,,,,,,,,,,,,,,,,,,,,18,2.61,NA,NA,NA,NA,0,0,0,0,0,25,25,NA,0,0,0,damaged,55.5,55.5,55.5,10.54011462,1,7.322603124,0,0,6830,NA,18,NA
440,440-D-mono-1-S,D,4,mono,1,S,CS76953,,,,,,,,,,,,,,,,,,,,14,1.48,0.18,0.605,0.298,0.0966,0,0,0,0,0,,0,0,0,0,0,damaged,106.4583334,106.4583334,106.4583334,7.733870673,1,7.322603124,0,0,9099,NA,14,NA
441,441-D-div-2-C,D,4,div,2,C,CS76409,CS76650,,,,,,,,,,,,,,,,,,,16,2.86,NA,NA,NA,0.1471,0,0,0,0,0,,0,0,0,0,0,,70.95833334,84.72500002,57.19166667,6.773405076,2,6.757999816,0.545190891,3.945683148,NA,NA,16,NA
442,442-D-mono-1-S,D,4,mono,1,S,CS76790,,,,,,,,,,,,,,,,,,,,20,3.57,NA,NA,NA,0.1021,0,25,100,75,75,75,75,75,75,75,75,,55.875,55.875,55.875,5.881856565,1,7.322603124,0,0,88,53.21,20,NA
443,443-D-pred-10-C,D,4,pred,10,C,CS77057,CS77033,CS76770,CS76739,CS76769,CS76958,CS77197,CS78848,CS77196,CS76409,,,,,,,,,,,18,3.74,NA,NA,NA,0.0682,0,25,25,1,1,1,1,1,1,1,1,,78.25833334,90.18333333,64.9,5.177589716,10,6.280668864,1.06939435,22.71251882,NA,56.16,19,SimClimGdiv
444,444-D-pred-20-S,D,4,pred,20,S,CS77057,CS76836,CS76886,CS77033,CS77190,CS76360,CS77000,CS77020,CS76537,CS76513,CS77023,CS76693,CS78848,CS77196,CS77028,CS76409,CS76650,CS76786,CS76642,CS77126,14,1.49,NA,NA,NA,0.0085,0,0,1,1,1,1,1,25,25,25,25,damaged,72.63541667,92.375,52.6375,6.874855019,20,6.236870239,1.116691713,37.84823029,NA,22.78,14,Gdiv
445,445-D-mono-1-S,D,4,mono,1,S,CS76721,,,,,,,,,,,,,,,,,,,,16,4.44,0.16,0.511,0.313,0.1484,0,0,0,0,0,,0,0,0,0,0,,80.5,80.5,80.5,5.411741158,1,7.322603124,0,0,9828,242.9783333,16,NA
446,446-D-mono-1-S,D,4,mono,1,S,CS77229,,,,,,,,,,,,,,,,,,,,15,5.02,0.12,0.587,0.204,0.0973,0,0,0,0,0,25,25,100,100,100,100,,67.25,67.25,67.25,6.373313532,1,7.322603124,0,0,9578,175.7729412,15,NA
447,447-D-div-2-C,D,4,div,2,C,CS76994,CS76739,,,,,,,,,,,,,,,,,,,20,4.97,NA,NA,NA,0.0506,0,0,50,25,25,25,25,0,0,0,0,,68.4375,78.7875,58.0875,7.72104852,2,6.77782041,0.474083702,6.062294127,NA,27.3575,21,NA
448,448-D-mono-1-C,D,4,mono,1,C,CS76689,,,,,,,,,,,,,,,,,,,,20,3.12,0.07,0.414,0.169,0.2684,0,0,0,0,0,,0,0,0,0,0,,68.875,68.875,68.875,7.883719125,1,7.322603124,0,0,9521,NA,20,NA
449,449-D-mono-1-S,D,4,mono,1,S,CS76741,,,,,,,,,,,,,,,,,,,,14,4.77,0.14,0.453,0.309,0.1709,0,0,0,0,0,,0,0,0,0,0,,64,64,64,6.24819939,1,7.322603124,0,0,9529,NA,14,NA
450,450-D-pred-10-S,D,4,pred,10,S,CS77057,CS77033,CS76770,CS76739,CS76769,CS76958,CS77197,CS78848,CS77196,CS76409,,,,,,,,,,,17,0.98,NA,NA,NA,0.1642,0,0,0,0,0,1,1,1,1,1,1,damaged,78.25833334,90.18333333,64.9,5.177589716,10,6.280668864,1.06939435,22.71251882,NA,52.95,17,SimClimGdiv
451,451-D-mono-1-S,D,4,mono,1,S,CS77107,,,,,,,,,,,,,,,,,,,,17,3.38,0.14,0.412,0.34,0.0083,0,0,0,0,0,,0,0,0,0,0,,61.625,61.625,61.625,7.533433731,1,7.322603124,0,0,9559,NA,17,NA
452,452-D-mono-1-S,D,4,mono,1,S,CS77179,,,,,,,,,,,,,,,,,,,,17,2.47,0.1,0.275,0.364,0.0537,0,0,25,25,50,75,75,75,75,75,75,,50.875,50.875,50.875,4.311823412,1,7.322603124,0,0,9883,45.92285714,17,NA
453,453-D-div-20-C,D,4,div,20,C,CS77002,CS77020,CS76689,CS76854,CS76998,CS76953,CS76632,CS76886,CS76390,CS77197,CS78848,CS78841,CS77287,CS77190,CS77023,CS76650,CS76739,CS76409,CS76473,CS76836,18,5.67,NA,NA,NA,0.2334,0,1,1,0,1,1,1,25,25,25,25,,73.23541667,92.375,52.6125,7.139030535,20,6.280674618,1.061042857,36.84464051,NA,32.27,18,NA
454,454-D-div-20-C,D,4,div,20,C,CS77001,CS76979,CS76360,CS76649,CS76441,CS77387,CS77002,CS77033,CS76774,CS77126,CS76537,CS76958,CS77000,CS77006,CS77229,CS76741,CS76691,CS76632,CS76692,CS76978,19,5.2,NA,NA,NA,0.0427,0,1,1,1,1,1,1,0,0,0,0,,69.42291667,82.2125,51.9625,7.284041498,20,6.341161933,0.962804713,29.26639916,NA,61.94,19,NA
455,455-D-mono-1-C,D,4,mono,1,C,CS76774,,,,,,,,,,,,,,,,,,,,4,1.6,0.17,0.51,0.333,0.017,0,0,0,0,0,,0,0,0,0,0,,67.70833334,67.70833334,67.70833334,5.517336841,1,7.322603124,0,0,9534,NA,4,NA
456,456-D-div-2-S,D,4,div,2,S,CS76649,CS76786,,,,,,,,,,,,,,,,,,,14,1.06,NA,NA,NA,0.0446,0,1,25,1,25,100,100,100,100,100,100,,51.25,51.85,50.65,12.48175729,2,6.761103288,0.572383478,3.945683148,NA,62.60333333,14,NA
457,457-D-mono-1-C,D,5,mono,1,C,CS77126,,,,,,,,,,,,,,,,,,,,19,3.56,NA,NA,NA,0.0325,0,0,25,1,1,50,75,75,75,75,75,,51.625,51.625,51.625,5.256160687,1,7.322603124,0,0,6943,28.175,19,NA
458,458-D-mono-1-C,D,5,mono,1,C,CS77196,,,,,,,,,,,,,,,,,,,,20,4.19,0.12,0.585,0.205,0.0461,0,0,0,0,0,,0,0,0,0,0,,90.04166667,90.04166667,90.04166667,5.492889408,1,7.322603124,0,0,9887,NA,20,NA
459,459-D-mono-1-C,D,5,mono,1,C,CS76693,,,,,,,,,,,,,,,,,,,,20,5.87,0.15,0.488,0.307,0.0935,0,0,0,0,0,,0,0,0,0,0,,91.25,91.25,91.25,10.87719806,1,7.322603124,0,0,9621,NA,20,NA
460,460-D-mono-1-S,D,5,mono,1,S,CS76998,,,,,,,,,,,,,,,,,,,,19,3.75,0.12,0.409,0.293,0.2355,0,0,0,0,0,,0,0,0,0,0,,75.75,75.75,75.75,6.971810948,1,7.322603124,0,0,9100,NA,19,NA
461,461-D-pred-20-C,D,5,pred,20,C,CS77057,CS76886,CS77033,CS76770,CS77190,CS76649,CS76691,CS76958,CS77020,CS76774,CS77023,CS78848,CS77196,CS77004,CS76409,CS76650,CS76786,CS76642,CS76790,CS77126,13,1.72,NA,NA,NA,0.0675,0,0,0,0,1,1,1,25,50,50,50,,70.47916667,90.2375,51.9625,6.929014779,20,6.233972461,1.112233294,38.53027905,NA,137.12,13,Gdiv
462,462-D-mono-1-S,D,5,mono,1,S,CS76836,,,,,,,,,,,,,,,,,,,,7,2.28,0.22,0.864,0.255,0.0475,0,0,0,0,0,,0,0,0,0,0,,72.875,72.875,72.875,4.274002269,1,7.322603124,0,0,9841,NA,7,NA
